instanceId_userId,instanceId_objectType,instanceId_objectId,audit_pos,audit_clientType,audit_timestamp,audit_timePassed,audit_experiment,audit_resourceType,metadata_ownerId,metadata_ownerType,metadata_createdAt,metadata_authorId,metadata_applicationId,metadata_numCompanions,metadata_numPhotos,metadata_numPolls,metadata_numSymbols,metadata_numTokens,metadata_numVideos,metadata_platform,metadata_totalVideoLength,metadata_options,relationsMask,userOwnerCounters_USER_FEED_REMOVE,userOwnerCounters_USER_PROFILE_VIEW,userOwnerCounters_VOTE_POLL,userOwnerCounters_USER_SEND_MESSAGE,userOwnerCounters_USER_DELETE_MESSAGE,userOwnerCounters_USER_INTERNAL_LIKE,userOwnerCounters_USER_INTERNAL_UNLIKE,userOwnerCounters_USER_STATUS_COMMENT_CREATE,userOwnerCounters_PHOTO_COMMENT_CREATE,userOwnerCounters_MOVIE_COMMENT_CREATE,userOwnerCounters_USER_PHOTO_ALBUM_COMMENT_CREATE,userOwnerCounters_COMMENT_INTERNAL_LIKE,userOwnerCounters_USER_FORUM_MESSAGE_CREATE,userOwnerCounters_PHOTO_MARK_CREATE,userOwnerCounters_PHOTO_VIEW,userOwnerCounters_PHOTO_PIN_BATCH_CREATE,userOwnerCounters_PHOTO_PIN_UPDATE,userOwnerCounters_USER_PRESENT_SEND,userOwnerCounters_UNKNOWN,userOwnerCounters_CREATE_TOPIC,userOwnerCounters_CREATE_IMAGE,userOwnerCounters_CREATE_MOVIE,userOwnerCounters_CREATE_COMMENT,userOwnerCounters_CREATE_LIKE,userOwnerCounters_TEXT,userOwnerCounters_IMAGE,userOwnerCounters_VIDEO,ownerUserCounters_USER_FEED_REMOVE,ownerUserCounters_USER_PROFILE_VIEW,ownerUserCounters_VOTE_POLL,ownerUserCounters_USER_SEND_MESSAGE,ownerUserCounters_USER_DELETE_MESSAGE,ownerUserCounters_USER_INTERNAL_LIKE,ownerUserCounters_USER_INTERNAL_UNLIKE,ownerUserCounters_USER_STATUS_COMMENT_CREATE,ownerUserCounters_PHOTO_COMMENT_CREATE,ownerUserCounters_MOVIE_COMMENT_CREATE,ownerUserCounters_USER_PHOTO_ALBUM_COMMENT_CREATE,ownerUserCounters_COMMENT_INTERNAL_LIKE,ownerUserCounters_USER_FORUM_MESSAGE_CREATE,ownerUserCounters_PHOTO_MARK_CREATE,ownerUserCounters_PHOTO_VIEW,ownerUserCounters_PHOTO_PIN_BATCH_CREATE,ownerUserCounters_PHOTO_PIN_UPDATE,ownerUserCounters_USER_PRESENT_SEND,ownerUserCounters_UNKNOWN,ownerUserCounters_CREATE_TOPIC,ownerUserCounters_CREATE_IMAGE,ownerUserCounters_CREATE_MOVIE,ownerUserCounters_CREATE_COMMENT,ownerUserCounters_CREATE_LIKE,ownerUserCounters_TEXT,ownerUserCounters_IMAGE,ownerUserCounters_VIDEO,membership_status,membership_statusUpdateDate,membership_joinDate,membership_joinRequestDate,owner_create_date,owner_birth_date,owner_gender,owner_status,owner_ID_country,owner_ID_Location,owner_is_active,owner_is_deleted,owner_is_abused,owner_is_activated,owner_change_datime,owner_is_semiactivated,owner_region,user_create_date,user_birth_date,user_gender,user_status,user_ID_country,user_ID_Location,user_is_active,user_is_deleted,user_is_abused,user_is_activated,user_change_datime,user_is_semiactivated,user_region,feedback,objectId,auditweights_ageMs,auditweights_closed,auditweights_ctr_gender,auditweights_ctr_high,auditweights_ctr_negative,auditweights_dailyRecency,auditweights_feedOwner_RECOMMENDED_GROUP,auditweights_feedStats,auditweights_friendCommentFeeds,auditweights_friendCommenters,auditweights_friendLikes,auditweights_friendLikes_actors,auditweights_hasDetectedText,auditweights_hasText,auditweights_isPymk,auditweights_isRandom,auditweights_likersFeedStats_hyper,auditweights_likersSvd_prelaunch_hyper,auditweights_matrix,auditweights_notOriginalPhoto,auditweights_numDislikes,auditweights_numLikes,auditweights_numShows,auditweights_onlineVideo,auditweights_partAge,auditweights_partCtr,auditweights_partSvd,auditweights_processedVideo,auditweights_relationMasks,auditweights_source_LIVE_TOP,auditweights_source_MOVIE_TOP,auditweights_svd_prelaunch,auditweights_svd_spark,auditweights_userAge,auditweights_userOwner_CREATE_COMMENT,auditweights_userOwner_CREATE_IMAGE,auditweights_userOwner_CREATE_LIKE,auditweights_userOwner_IMAGE,auditweights_userOwner_MOVIE_COMMENT_CREATE,auditweights_userOwner_PHOTO_COMMENT_CREATE,auditweights_userOwner_PHOTO_MARK_CREATE,auditweights_userOwner_PHOTO_VIEW,auditweights_userOwner_TEXT,auditweights_userOwner_UNKNOWN,auditweights_userOwner_USER_DELETE_MESSAGE,auditweights_userOwner_USER_FEED_REMOVE,auditweights_userOwner_USER_FORUM_MESSAGE_CREATE,auditweights_userOwner_USER_INTERNAL_LIKE,auditweights_userOwner_USER_INTERNAL_UNLIKE,auditweights_userOwner_USER_PRESENT_SEND,auditweights_userOwner_USER_PROFILE_VIEW,auditweights_userOwner_USER_SEND_MESSAGE,auditweights_userOwner_USER_STATUS_COMMENT_CREATE,auditweights_userOwner_VIDEO,auditweights_userOwner_VOTE_POLL,auditweights_x_ActorsRelations,auditweights_likersSvd_spark_hyper,auditweights_source_PROMO,liked
21993,Post,13943413,1,API,1517517147450,3658452,XPRM-5386_q4x3,7,79663,GROUP_OPEN_OFFICIAL,1517483570000,44182,0,0,0,1,280,35,0,WEB,0,['HAS_TEXT' 'HAS_POLLS' 'HAS_URLS' 'IS_PART_OF_TOPIC' 'IS_EXTERNAL_SHARE'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181785783690.0,-2490.0,2.0,192.0,10414533690.0,3163455.0,1.0,0.0,0.0,1.0,1446454700380.0,0.0,105.0,['Clicked'],13943413,22173696.0,0.0,0.043658137,0.23593989,0.0035928143,0.97687304,0.0,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,34.0,0.92453116,0.008749041,0.0,66.0,873.0,18270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9314521,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,0.0,0
22344,Post,25107329,8,API,1517458371086,140638357,XPRM-5386_G1,8,10445,GROUP_OPEN_OFFICIAL,1517414508000,17970,0,0,1,0,0,0,0,OTHER,0,['HAS_PHOTOS' 'IS_PART_OF_TOPIC'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167825562217.0,2161.0,2.0,128.0,10414533690.0,4525605.0,1.0,0.0,0.0,1.0,1448553427160.0,0.0,18.0,['Ignored'],25107329,35455172.0,0.0,0.015057573,0.084052235,0.0013286094,0.9731334,0.0,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,0.94022596,0.0020856203,0.0,3.0,35.0,2158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38614282,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22437,Post,23523005,2,WEB,1517448399004,81156816,XPRM-5386_q2x1,8,42481,GROUP_OPEN_OFFICIAL,1517247627000,858712,0,0,1,0,2733,447,0,OTHER,0,['HAS_TEXT' 'HAS_PHOTOS' 'IS_PART_OF_TOPIC'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1172827694180.0,-3906.0,2.0,192.0,10414533690.0,3579196.0,1.0,0.0,0.0,1.0,1445518584300.0,0.0,7.0,['Ignored'],23523005,16686980.0,0.0,0.026901104,0.14512157,0.005435687,0.97826517,0.0,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,127.0,0.9246049,0.011322233,0.0,98.0,524.0,17929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8507332,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0
22629,Post,16307133,12,API,1517509675816,13558202,XPRM-5386_q2x2,8,6012,GROUP_OPEN_OFFICIAL,1517317540000,22963,0,0,1,1,92,12,0,OTHER,0,['HAS_TEXT' 'HAS_PHOTOS' 'HAS_POLLS' 'IS_PART_OF_TOPIC'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724575996398926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,1386268075573.0,1386268080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169142077330.0,3179.0,2.0,192.0,10414533690.0,3265094.0,1.0,0.0,0.0,1.0,1475227570407.0,0.0,1.0,['Liked'],16307133,192135360.0,0.0,0.016697519,0.08559291,0.0019992595,0.85522836,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.047137767,0.0,270.0,2309.0,134950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79621196,0.0,39.0,0.0,0.0,0.99183744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22797,Post,21453316,9,API,1517514743236,90822728,XPRM-5386_q4x0,8,23322,GROUP_OPEN_OFFICIAL,1517317814000,514796,0,0,8,0,8,1,0,OTHER,0,['HAS_TEXT' 'HAS_PHOTOS' 'IS_PART_OF_TOPIC'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.128993272781372,14.106972694396973,7.96500301361084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,1397027324267.0,1397027340000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177785355743.0,5044.0,2.0,192.0,10397571399.0,315761.0,1.0,0.0,0.0,1.0,1446454080463.0,0.0,73.0,['Ignored'],21453316,196928576.0,0.0,0.00519176,0.029000852,0.005359236,0.8482233,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0048740553,0.0,64.0,63.0,11842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25400642,0.0,34.0,0.0,0.0,0.9644288,0.99975157,0.0,0.0,0.0,0.0,0.99999875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22866,Post,13782608,5,API,1517453060676,135856822,XPRM-5386_q4x0,8,17854,GROUP_OPEN_OFFICIAL,1517376632000,295319,0,0,2,0,79,11,0,OTHER,0,['HAS_TEXT' 'HAS_PHOTOS' 'IS_PART_OF_TOPIC'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176645911737.0,2113.0,2.0,192.0,10414533690.0,2521579.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,['Ignored'],13782608,51971476.0,0.0,0.013550579,0.085260116,0.0010820333,0.9676569,0.0,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,0.93099165,0.0060191317,0.0,258.0,4063.0,238340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7278082,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0
22911,Post,11835926,3,API,1517465404238,39237723,XPRM-5386_G0,8,373,GROUP_OPEN_OFFICIAL,1517310321000,668396,0,0,1,0,467,65,3,OTHER,0,"['HAS_TEXT' 'HAS_PHOTOS' 'HAS_VIDEOS' 'HAS_URLS' 'IS_PART_OF_TOPIC'
 'IS_EXTERNAL_SHARE']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177094781967.0,-864.0,2.0,192.0,10397571399.0,1137473.0,1.0,0.0,0.0,1.0,1504376290080.0,0.0,89.0,['Clicked'],11835926,123235024.0,0.0,0.008832973,0.04743672,0.0018950361,0.9291476,0.0,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,48.0,0.7628873,0.004255319,0.0,180.0,896.0,94885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6567798,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23004,Post,18204613,2,MOB,1517490910343,9496856,XPRM-5386_q2x3,8,38106,GROUP_OPEN_OFFICIAL,1517339347000,533664,0,0,1,0,107,18,0,WEB,0,['HAS_TEXT' 'HAS_PHOTOS' 'IS_PART_OF_TOPIC'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178303548900.0,-22232.0,2.0,128.0,10414533690.0,3385314.0,1.0,0.0,0.0,1.0,1445518836367.0,0.0,1.0,['Ignored'],18204613,19880322.0,0.0,0.009769972,0.058433194,0.0018550581,0.9774652,0.0,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,40.0,0.6573074,0.0072066705,0.0,15.0,90.0,7986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7808841,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24945,Post,13120227,1,WEB,1517470662331,1464860,XPRM-5386_q4x3,8,35859,GROUP_OPEN_OFFICIAL,1517447307000,797116,0,0,1,0,805,125,0,OTHER,0,['HAS_TEXT' 'HAS_PHOTOS' 'HAS_URLS' 'IS_PART_OF_TOPIC'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1351964473724365,1.3180558681488037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,1416580043297.0,1416580020000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176884303253.0,-3592.0,2.0,192.0,10414533690.0,3385314.0,1.0,0.0,0.0,1.0,1446454700380.0,0.0,1.0,['Ignored'],13120227,23354660.0,0.0,0.004048583,0.050428063,0.0,0.97656226,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004122581,0.0,0.0,0.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67160696,0.0,57.0,0.0,0.0,0.76852477,0.0,0.0,0.0,0.0,0.0,0.80218387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26124,Post,26884812,3,API,1517472841613,16910236,XPRM-5386_G0,8,67166,GROUP_OPEN_OFFICIAL,1517340918000,249069,0,0,1,0,2004,274,0,OTHER,0,['HAS_TEXT' 'HAS_PHOTOS' 'HAS_URLS' 'IS_PART_OF_TOPIC'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1174908715210.0,4171.0,1.0,192.0,10414533690.0,651782.0,1.0,0.0,0.0,1.0,1501366630203.0,0.0,18.0,['Ignored'],26884812,113521664.0,0.0,0.014596491,0.19864541,0.0030877192,0.9362009,0.0,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.95479286,0.0023271502,0.0,22.0,287.0,7025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3905023,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,0.0,0
26241,Post,25751400,1,WEB,1517462752362,4452568,XPRM-5386_q4x0,8,80709,GROUP_OPEN_OFFICIAL,1517419819000,698079,0,0,1,1,0,0,0,OTHER,0,['HAS_PHOTOS' 'HAS_POLLS' 'IS_PART_OF_TOPIC'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176092259597.0,-4447.0,1.0,128.0,10414533690.0,1270354.0,1.0,0.0,0.0,1.0,1460550706610.0,0.0,34.0,['Ignored'],25751400,3305574.0,0.0,0.013578215,0.6528693,0.008079599,0.9813254,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.026774194,0.0,216.0,3522.0,26634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94836116,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27456,Post,23379636,1,WEB,1517476204919,153392,XPRM-5386_q2x1,8,50598,GROUP_OPEN_OFFICIAL,1517455438000,992770,0,0,4,0,34,5,0,OTHER,0,['HAS_TEXT' 'HAS_PHOTOS' 'IS_PART_OF_TOPIC'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154860079460.0,2858.0,1.0,192.0,10414533690.0,3385314.0,1.0,0.0,0.0,1.0,1506689217410.0,0.0,11.0,['Ignored'],23379636,10867544.0,0.0,0.017161291,0.10062109,0.0042580646,0.97965205,0.0,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,87.0,0.69958425,0.008749041,0.0,33.0,154.0,7650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8085128,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27456,Post,18976238,2,WEB,1517476447070,242258,XPRM-5386_q2x1,8,55426,GROUP_OPEN_OFFICIAL,1517454135000,1040642,0,0,1,0,797,114,3,OTHER,0,"['HAS_TEXT' 'HAS_PHOTOS' 'HAS_VIDEOS' 'IS_PART_OF_TOPIC'
 'IS_EXTERNAL_SHARE']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154860079460.0,2858.0,1.0,192.0,10414533690.0,3385314.0,1.0,0.0,0.0,1.0,1506689217410.0,0.0,11.0,['Ignored'],18976238,12652211.0,0.0,0.18,1.0,0.2,0.9792362,0.0,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.45990056,0.0,0.0,20.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4856572,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27945,Post,24189321,4,MOB,1517459817111,39067732,XPRM-5386_G0,8,56408,GROUP_OPEN_OFFICIAL,1517158877000,787517,0,0,0,1,126,20,2,OTHER,0,"['HAS_TEXT' 'HAS_VIDEOS' 'HAS_POLLS' 'IS_PART_OF_TOPIC'
 'IS_EXTERNAL_SHARE']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1162033066493.0,2583.0,2.0,192.0,10414533690.0,3385314.0,1.0,0.0,0.0,1.0,1445444373910.0,0.0,1.0,['Clicked' 'Liked'],24189321,59843680.0,0.0,0.045422006,0.24887764,0.0066693337,0.96468055,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016735924,0.0,1267.0,9463.0,189874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9239897,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
